price,carat,cut,color,clarity,length_mm,width_mm
383,0.31,Very Good,I,SI,4.4,4.45
4632,1.01,Very Good,F,SI,6.29,6.24
6190,1.21,Very Good,G,SI,6.71,6.73
10873,1.5,Very Good,I,VVS,7.3,7.34
13286,2.02,Good,I,SI,7.85,7.99
449,0.32,Good,H,SI,4.34,4.37
11854,2.06,Good,J,SI,8.09,7.97
2169,0.71,Premium,F,SI,5.7,5.67
11175,1.3,Ideal,G,VVS,7.03,6.96
8157,1.02,Ideal,F,VS,6.45,6.41
1615,0.5,Very Good,F,VS,5.1,5.12
507,0.31,Ideal,H,VS,4.32,4.36
7810,1.21,Ideal,H,SI,6.89,6.94
454,0.34,Ideal,E,SI,4.5,4.52
6246,1.56,Good,G,SI,7.35,7.31
3206,0.7,Good,F,VVS,5.69,5.74
8001,1.52,Fair,H,SI,7.14,7.1
3718,1.04,Ideal,F,I,6.51,6.46
4692,1.05,Premium,H,SI,6.5,6.45
2142,0.7,Ideal,I,VS,5.61,5.67
1847,0.54,Ideal,E,VS,5.23,5.2
3869,0.94,Premium,F,SI,6.27,6.25
9352,1.52,Ideal,I,VS,7.35,7.4
579,0.33,Premium,E,SI,4.41,4.43
7162,1.32,Ideal,I,SI,6.99,7.04
2214,0.59,Very Good,E,VVS,5.48,5.53
4128,0.9,Ideal,D,VS,6.25,6.2
698,0.31,Ideal,H,VS,4.36,4.33
958,0.39,Very Good,G,VVS,4.7,4.73
4211,0.91,Very Good,E,SI,6.19,6.23
3369,0.8,Premium,F,VS,5.99,5.91
1290,0.39,Ideal,D,VVS,4.71,4.67
1042,0.42,Good,E,VVS,4.72,4.78
720,0.32,Premium,H,VS,4.4,4.35
15522,1.52,Premium,F,VS,7.42,7.39
14350,2.28,Good,J,SI,8.35,8.28
10551,1.5,Very Good,I,VVS,7.46,7.62
2338,0.7,Very Good,G,VS,5.63,5.57
668,0.37,Ideal,G,VS,4.6,4.61
4556,1.13,Ideal,H,SI,6.74,6.64
2302,0.54,Ideal,D,VVS,5.25,5.31
8451,1.05,Ideal,D,VS,6.54,6.61
1377,0.45,Ideal,G,IF,4.94,4.99
10184,2.01,Very Good,H,SI,7.96,7.88
1153,0.41,Ideal,E,VS,4.8,4.76
1129,0.45,Very Good,E,VS,4.9,4.94
912,0.36,Ideal,H,IF,4.56,4.59
5183,1.23,Premium,H,SI,6.85,6.78
1986,0.73,Very Good,G,SI,5.77,5.79
781,0.33,Ideal,E,VS,4.4,4.42
561,0.32,Premium,E,SI,4.36,4.39
1115,0.41,Very Good,F,VVS,4.79,4.83
8279,1.2,Premium,E,VS,6.78,6.71
3285,1.04,Good,J,VS,6.64,6.53
1183,0.43,Ideal,G,VVS,4.87,4.9
1033,0.34,Ideal,D,VS,4.5,4.44
11511,1.04,Ideal,D,VVS,6.54,6.6
2770,0.76,Very Good,F,SI,5.79,5.81
4955,1.01,Premium,H,VVS,6.55,6.48
2517,0.76,Very Good,H,VS,5.78,5.74
700,0.42,Very Good,H,SI,4.78,5.11
10669,1.62,Premium,I,VS,7.63,7.6
1026,0.3,Premium,E,IF,4.29,4.33
593,0.31,Premium,G,SI,4.35,4.32
5096,1,Ideal,G,SI,6.42,6.41
635,0.26,Ideal,F,VVS,4.07,4.1
5268,1.2,Ideal,E,SI,6.8,6.71
5955,1.2,Very Good,I,SI,6.75,6.77
10215,1.51,Very Good,I,VS,7.32,7.37
794,0.45,Fair,F,SI,5.08,4.98
1079,0.41,Ideal,E,VS,4.76,4.79
10771,1.34,Very Good,F,VS,7.17,7.2
3669,0.95,Premium,J,VVS,6.23,6.26
1079,0.53,Very Good,G,SI,5.28,5.32
378,0.23,Very Good,H,VVS,3.93,3.95
1828,0.71,Fair,H,SI,5.54,5.48
1559,0.5,Ideal,E,VS,5.06,5.1
1100,0.52,Ideal,G,SI,5.19,5.22
1777,0.55,Very Good,F,VS,5.25,5.27
3991,0.91,Very Good,F,SI,6.08,6.11
6760,1.29,Ideal,H,SI,6.89,6.96
3584,0.76,Ideal,E,SI,5.87,5.91
4678,1.02,Premium,F,SI,6.4,6.36
7026,2.05,Good,G,I,8.46,8.3
7598,1.09,Very Good,F,VS,6.51,6.55
4191,0.86,Very Good,D,VS,6.07,6.13
1787,0.51,Ideal,D,VS,5.15,5.18
1600,0.54,Premium,H,VS,5.19,5.22
953,0.46,Ideal,F,SI,4.92,4.94
3503,0.85,Ideal,E,SI,6.05,6.02
2975,0.83,Premium,G,SI,6.02,5.99
1453,0.54,Ideal,I,VS,5.18,5.22
438,0.25,Ideal,G,VS,4.06,4.07
6441,1.01,Premium,G,VS,6.44,6.4
5305,1.09,Very Good,G,SI,6.66,6.7
983,0.47,Ideal,J,SI,5.04,5
2530,0.72,Very Good,I,VVS,5.7,5.72
721,0.31,Very Good,E,VVS,4.24,4.3
4728,1.07,Very Good,I,SI,6.68,6.71
5062,1.13,Ideal,G,SI,6.77,6.74
1774,0.54,Ideal,F,VS,5.28,5.3
471,0.29,Very Good,G,VS,4.24,4.27
3011,0.7,Ideal,F,VS,5.67,5.75
1865,0.7,Fair,H,SI,5.59,5.55
5055,1.01,Very Good,D,SI,6.59,6.66
3217,0.64,Ideal,F,VVS,5.57,5.59
14157,1.5,Premium,G,VVS,7.28,7.32
8951,1.51,Good,I,VS,7.19,7.3
2872,0.7,Very Good,D,SI,5.75,5.82
7253,1.5,Ideal,I,SI,7.37,7.48
816,0.31,Premium,G,VVS,4.38,4.43
1199,0.43,Very Good,D,VS,4.82,4.88
1440,0.53,Good,H,IF,5.16,5.27
2841,0.71,Very Good,D,VS,5.69,5.61
13626,1.76,Premium,H,VS,7.72,7.68
2797,0.8,Very Good,H,VS,5.92,5.82
680,0.3,Very Good,G,VVS,4.33,4.37
1091,0.5,Premium,H,SI,5.15,5.11
2000,0.59,Very Good,F,SI,5.35,5.4
2112,0.71,Fair,H,SI,5.63,5.55
1041,0.37,Premium,E,VS,4.59,4.56
8900,1.72,Ideal,J,SI,7.66,7.62
871,0.38,Ideal,H,VS,4.7,4.73
1031,0.42,Ideal,G,VVS,4.81,4.82
2398,1,Fair,G,I,6.2,6.14
720,0.32,Ideal,D,VS,4.38,4.41
5093,1,Good,D,SI,6.22,6.28
1875,0.7,Premium,G,SI,5.75,5.72
4452,1.06,Ideal,H,SI,6.57,6.49
3703,0.91,Very Good,I,SI,6.09,6.18
1741,0.55,Ideal,E,VS,5.29,5.26
1239,0.5,Good,H,VS,5.21,5.24
3749,1.03,Premium,I,SI,6.46,6.41
3099,0.94,Premium,G,SI,6.16,6.1
8644,1.35,Very Good,H,VVS,6.95,7.03
13133,2.01,Premium,J,SI,8.13,8.15
972,0.32,Ideal,D,VS,4.38,4.36
5853,1.2,Very Good,H,VS,6.69,6.65
4659,1.01,Very Good,H,SI,6.31,6.35
696,0.31,Ideal,D,VS,4.33,4.37
712,0.39,Very Good,I,VS,4.77,4.82
4871,1.09,Ideal,H,SI,6.59,6.56
4678,0.9,Ideal,F,VS,6.17,6.2
988,0.51,Ideal,J,SI,5.06,5.12
1154,0.38,Ideal,E,VVS,4.67,4.7
1569,0.51,Premium,D,SI,5.2,5.22
1046,0.31,Premium,H,IF,4.38,4.34
2895,0.71,Very Good,G,VS,5.75,5.78
1809,0.52,Ideal,H,VVS,5.17,5.22
1625,0.7,Fair,I,SI,5.46,5.5
1410,0.55,Very Good,F,SI,5.28,5.41
3018,0.7,Premium,F,VVS,5.72,5.63
5422,1.01,Very Good,D,SI,6.49,6.45
2394,0.7,Very Good,I,VS,5.63,5.58
4743,1,Premium,F,VS,6.46,6.42
795,0.35,Ideal,F,VVS,4.5,4.53
1934,0.57,Very Good,G,VS,5.38,5.47
7573,1.25,Ideal,H,SI,6.9,6.86
7279,1.21,Very Good,H,VS,6.76,6.91
11087,1.53,Premium,H,VS,7.6,7.57
2042,0.74,Very Good,F,SI,5.75,5.71
854,0.33,Ideal,G,VS,4.47,4.45
4474,1,Good,E,SI,6.34,6.31
1068,0.42,Premium,H,VVS,4.79,4.82
4194,0.9,Premium,G,VS,6.21,6.15
734,0.31,Premium,E,VS,4.3,4.36
590,0.26,Very Good,F,SI,4.18,4.24
473,0.3,Premium,I,VS,4.26,4.3
5033,1.07,Premium,E,SI,6.55,6.46
10098,1.75,Very Good,I,SI,7.71,7.76
2288,0.62,Good,D,VS,5.62,5.55
11667,1.45,Very Good,F,VS,7.12,7.2
499,0.3,Ideal,E,SI,4.29,4.31
2598,0.71,Very Good,G,VS,5.69,5.72
18080,2.32,Ideal,H,SI,8.46,8.52
7079,1.14,Premium,G,VS,6.71,6.68
765,0.34,Ideal,G,VS,4.49,4.46
9873,1.2,Premium,G,VVS,6.84,6.88
828,0.32,Ideal,F,VS,4.41,4.38
5249,1.03,Ideal,D,SI,6.51,6.45
4372,1,Very Good,F,SI,6.35,6.38
1807,0.51,Ideal,D,VS,5.16,5.13
5329,1.22,Very Good,F,SI,6.79,6.75
889,0.39,Premium,E,VS,4.68,4.73
1056,0.4,Ideal,E,VVS,4.77,4.73
987,0.47,Premium,D,SI,5.04,5
1024,0.35,Premium,G,VVS,4.48,4.44
11421,1.53,Premium,G,SI,7.35,7.3
1600,0.52,Ideal,D,SI,5.19,5.22
1558,0.58,Ideal,G,VS,5.4,5.45
788,0.35,Premium,H,VS,4.52,4.49
2762,0.7,Fair,F,VS,5.63,5.58
15694,2,Very Good,H,SI,7.94,8.07
8403,1.01,Very Good,E,VS,6.43,6.48
692,0.37,Premium,E,VS,4.6,4.65
4253,1.05,Ideal,J,SI,6.47,6.5
478,0.24,Very Good,D,VVS,4.02,4.03
2398,0.67,Good,F,VVS,5.46,5.54
15819,2.01,Very Good,I,VS,7.97,8.05
1053,0.4,Premium,E,VS,4.72,4.76
1264,0.43,Premium,G,VVS,4.82,4.8
8707,1.07,Ideal,G,VVS,6.58,6.6
8646,1.16,Ideal,G,VVS,6.71,6.75
647,0.35,Very Good,H,SI,4.53,4.51
4459,1.58,Premium,I,I,7.55,7.51
4413,1.06,Very Good,J,VS,6.49,6.57
854,0.33,Premium,F,VS,4.44,4.42
4268,1.03,Very Good,H,SI,6.43,6.48
6039,1.01,Ideal,F,SI,6.38,6.44
1316,0.5,Premium,E,SI,5.09,5.15
1448,0.5,Very Good,I,VVS,4.98,5.05
1922,0.71,Good,J,VS,5.7,5.79
3114,0.9,Very Good,G,SI,6.22,6.32
3145,0.7,Very Good,E,VS,5.65,5.68
997,0.4,Ideal,G,VVS,4.78,4.82
601,0.31,Ideal,E,SI,4.36,4.39
1376,0.59,Ideal,G,SI,5.36,5.29
879,0.4,Very Good,E,VS,4.67,4.69
1995,0.7,Very Good,H,SI,5.71,5.66
919,0.39,Ideal,G,SI,4.7,4.74
4424,1.03,Fair,G,SI,6.36,6.31
5950,1.01,Fair,G,VS,6.2,6.15
3801,1.01,Ideal,J,SI,6.5,6.45
2372,0.75,Very Good,F,SI,5.75,5.71
2837,0.7,Ideal,E,VS,5.74,5.69
746,0.37,Premium,F,VS,4.55,4.58
4510,1,Good,H,SI,6.36,6.42
5267,1.1,Premium,H,SI,6.68,6.6
1664,0.55,Premium,E,VS,5.35,5.31
4702,1.14,Very Good,J,VS,6.76,6.81
4451,1.07,Very Good,I,SI,6.49,6.57
5593,1.02,Premium,G,VS,6.41,6.37
6069,1.21,Ideal,H,SI,6.83,6.91
6443,1.3,Good,D,SI,7.27,7.22
6223,1.62,Good,J,SI,7.41,7.33
3470,0.9,Good,F,SI,6.23,6.35
4046,0.79,Ideal,H,IF,5.96,5.98
906,0.33,Ideal,E,VVS,4.46,4.5
2657,1,Ideal,J,SI,6.49,6.38
5998,1.02,Premium,G,VS,6.39,6.34
475,0.33,Ideal,G,SI,4.42,4.45
5799,1.09,Premium,D,SI,6.61,6.57
6397,1.02,Good,F,VS,6.4,6.28
3250,0.9,Good,H,SI,6.06,6.11
3640,1,Fair,H,SI,6.27,6.15
12654,2,Ideal,H,SI,8.05,8.01
2726,0.79,Good,G,SI,5.86,5.84
574,0.3,Premium,D,SI,4.35,4.32
596,0.34,Premium,G,VS,4.41,4.47
1847,0.5,Very Good,D,VS,5.04,5.07
4384,1.01,Very Good,F,SI,6.31,6.37
599,0.26,Ideal,F,VVS,4.08,4.1
1397,0.4,Ideal,E,VVS,4.74,4.7
548,0.23,Ideal,F,VS,3.96,3.99
462,0.31,Ideal,D,SI,4.27,4.35
655,0.39,Ideal,E,I,4.66,4.61
1380,0.61,Ideal,I,VS,5.44,5.49
1145,0.55,Very Good,E,SI,5.34,5.39
11417,1.23,Ideal,G,VVS,6.89,6.93
7107,1.01,Very Good,F,VS,6.32,6.34
818,0.41,Premium,D,SI,4.75,4.72
1838,0.5,Ideal,G,VVS,5.09,5.13
1407,0.5,Good,E,VS,4.99,5.03
486,0.32,Very Good,E,SI,4.38,4.43
5273,1.01,Ideal,G,SI,6.4,6.32
652,0.31,Ideal,G,VS,4.36,4.39
4116,0.98,Ideal,G,SI,6.33,6.29
816,0.31,Very Good,G,VVS,4.29,4.32
698,0.33,Ideal,H,VVS,4.49,4.52
10353,1.21,Ideal,D,VS,6.91,6.86
15188,2.01,Very Good,F,SI,8.17,8.13
541,0.31,Ideal,D,SI,4.35,4.37
2030,0.55,Ideal,D,VS,5.29,5.24
1741,0.5,Ideal,G,VVS,5.06,5.09
463,0.33,Very Good,I,VS,4.34,4.42
11540,1.51,Ideal,H,VS,7.46,7.45
1142,0.42,Premium,F,VVS,4.83,4.86
622,0.27,Ideal,E,VVS,4.13,4.15
931,0.4,Ideal,G,VVS,4.75,4.78
626,0.34,Premium,D,SI,4.54,4.57
552,0.24,Very Good,E,VVS,4.07,4.1
2143,0.53,Ideal,E,VS,5.25,5.31
9403,1.19,Ideal,G,VVS,6.88,6.92
3018,0.77,Premium,F,VS,5.85,5.81
2456,0.84,Ideal,J,VS,6.07,6.06
4584,0.9,Ideal,H,VS,6.27,6.31
1739,0.53,Ideal,E,VS,5.16,5.2
854,0.33,Ideal,G,VS,4.42,4.38
4513,1.07,Ideal,D,SI,6.55,6.58
12030,1.7,Ideal,I,VS,7.75,7.54
1271,0.39,Very Good,G,IF,4.67,4.65
548,0.25,Very Good,E,VVS,4.16,4.19
826,0.51,Premium,E,I,5.29,5.23
5757,0.9,Very Good,D,VS,6.11,6.15
12031,1.07,Ideal,E,VVS,6.57,6.62
16462,2,Very Good,E,SI,8.17,8.27
6674,0.8,Ideal,F,IF,5.99,6.05
1619,0.54,Good,D,SI,5.15,5.11
772,0.31,Ideal,G,VVS,4.41,4.43
16253,1.23,Ideal,D,VVS,6.88,6.83
3858,1,Good,F,SI,6.36,6.29
526,0.3,Ideal,E,SI,4.29,4.33
8897,1.52,Premium,D,SI,7.46,7.4
924,0.31,Premium,E,VVS,4.35,4.37
5547,1.12,Premium,E,SI,6.8,6.74
544,0.31,Very Good,E,SI,4.35,4.4
2310,0.9,Fair,G,I,5.96,5.88
9299,1.11,Premium,E,VS,6.75,6.72
6586,1.08,Ideal,G,VS,6.59,6.62
5557,1,Very Good,I,VS,6.39,6.44
6787,1.01,Very Good,E,VS,6.37,6.31
1754,0.52,Ideal,H,VVS,5.17,5.2
2114,0.72,Very Good,G,SI,5.79,5.86
5528,1,Very Good,F,SI,6.28,6.39
1069,0.38,Ideal,E,VS,4.65,4.6
2847,0.84,Very Good,H,SI,6.1,6.12
814,0.3,Ideal,F,VVS,4.35,4.37
552,0.24,Very Good,E,VVS,3.97,4
9449,1.21,Ideal,E,VS,6.92,6.88
6048,1.2,Premium,H,VS,6.73,6.67
10681,1.71,Very Good,I,SI,7.63,7.6
906,0.35,Ideal,F,VS,4.58,4.54
4274,1.18,Premium,J,SI,6.83,6.78
536,0.28,Very Good,F,VS,4.2,4.26
506,0.3,Premium,F,SI,4.33,4.22
1006,0.46,Very Good,F,SI,4.9,4.87
4494,1.07,Premium,H,SI,6.57,6.53
1243,0.41,Ideal,E,VVS,4.79,4.76
9510,1.73,Very Good,J,VS,7.72,7.76
4081,1,Good,F,SI,6.28,6.33
2898,0.98,Good,H,SI,6.51,6.47
453,0.26,Very Good,E,VS,4.09,4.12
2782,0.72,Premium,D,SI,5.73,5.69
1061,0.41,Very Good,H,VS,4.7,4.69
1292,0.64,Very Good,H,SI,5.43,5.48
14058,1.7,Premium,H,VS,7.63,7.54
3443,1.22,Very Good,J,SI,6.8,6.75
4735,0.9,Premium,D,SI,6.32,6.3
2111,0.52,Ideal,I,IF,5.17,5.21
6151,1.04,Good,G,VS,6.6,6.64
3160,0.9,Fair,F,SI,6.06,6
579,0.33,Premium,I,VVS,4.43,4.45
707,0.4,Very Good,E,SI,4.71,4.74
1163,0.41,Ideal,H,VS,4.77,4.79
687,0.4,Good,F,SI,4.66,4.69
550,0.32,Premium,D,SI,4.34,4.37
876,0.41,Ideal,E,SI,4.73,4.7
1400,0.42,Premium,G,IF,4.8,4.87
1279,0.58,Ideal,F,SI,5.42,5.39
815,0.38,Premium,D,SI,4.77,4.74
898,0.4,Ideal,E,VS,4.75,4.79
5587,1.16,Ideal,I,VS,6.85,6.81
2880,0.74,Very Good,D,SI,5.72,5.74
7695,1.06,Very Good,G,VVS,6.56,6.6
2428,0.71,Very Good,H,VS,5.61,5.7
8491,1.2,Very Good,G,VS,6.82,6.75
4975,1.05,Very Good,I,VS,6.48,6.51
4106,0.94,Premium,G,SI,6.29,6.24
461,0.3,Ideal,F,SI,4.27,4.3
1390,0.55,Ideal,F,SI,5.28,5.34
4819,1.03,Good,I,VS,6.51,6.55
4118,1.01,Fair,E,SI,6.78,6.67
2371,0.52,Ideal,E,VVS,5.15,5.19
3061,0.9,Very Good,J,SI,6.11,6.14
1031,0.5,Premium,F,SI,5.21,5.18
5000,1.12,Ideal,E,SI,6.73,6.79
9471,1.5,Premium,I,VS,7.33,7.36
11294,1.5,Good,G,VS,7.41,7.45
4092,1.17,Premium,F,SI,6.82,6.86
1107,0.32,Ideal,D,VVS,4.41,4.45
17057,2.01,Premium,G,VS,8.16,8.12
9932,1.03,Ideal,E,VVS,6.49,6.52
788,0.35,Premium,E,SI,4.56,4.5
2807,0.93,Premium,J,SI,6.21,6.19
7455,1.01,Very Good,F,VS,6.29,6.31
1438,0.51,Very Good,E,SI,5.13,5.18
5806,1,Very Good,G,VS,6.31,6.27
918,0.32,Ideal,G,IF,4.44,4.48
1255,0.41,Very Good,F,IF,4.69,4.75
766,0.38,Ideal,I,VVS,4.62,4.65
841,0.32,Very Good,D,VVS,4.43,4.46
631,0.36,Very Good,E,VS,4.66,4.69
5139,1.14,Premium,G,SI,6.8,6.73
10697,1.72,Very Good,G,SI,7.63,7.67
7789,1.21,Ideal,H,IF,6.79,6.89
1781,0.53,Ideal,H,VVS,5.22,5.24
1318,0.43,Ideal,G,IF,4.84,4.87
6557,1.23,Ideal,D,SI,7.01,6.96
2100,0.7,Fair,H,VS,5.65,5.54
4640,1.09,Very Good,I,SI,6.61,6.69
9863,1.23,Ideal,G,VS,6.83,6.87
2866,0.71,Ideal,E,VS,5.74,5.7
1556,0.5,Premium,I,VVS,5.05,4.98
737,0.3,Ideal,G,VVS,4.32,4.34
4679,1.03,Ideal,D,SI,6.46,6.51
1389,0.52,Very Good,H,VS,5.08,5.09
12210,1.51,Ideal,G,VS,7.45,7.43
3074,0.9,Good,G,SI,6.1,6.06
14938,1.51,Very Good,G,VVS,7.33,7.38
3254,0.74,Ideal,H,VS,5.82,5.84
12603,1.51,Very Good,G,VS,7.34,7.3
2800,0.79,Ideal,I,VS,5.92,5.95
523,0.31,Premium,G,SI,4.37,4.35
4328,1.03,Fair,I,VS,6.67,6.58
3357,0.9,Good,H,SI,6.05,6.12
4829,1.1,Ideal,E,SI,6.68,6.64
6296,1,Very Good,G,VS,6.46,6.49
789,0.3,Ideal,H,IF,4.35,4.37
732,0.31,Ideal,I,VVS,4.36,4.33
14574,2.02,Premium,E,SI,8.21,8.18
5629,1,Ideal,E,SI,6.46,6.48
4161,0.9,Ideal,G,SI,6.18,6.23
1090,0.51,Very Good,F,SI,5.19,5.24
15475,2.07,Ideal,H,SI,8.15,8.23
2862,0.7,Ideal,H,VS,5.71,5.74
7823,1.11,Ideal,F,VS,6.62,6.66
586,0.39,Ideal,J,VS,4.66,4.69
1013,0.54,Premium,F,SI,5.26,5.16
4569,1,Good,H,VS,6.26,6.31
1188,0.5,Ideal,J,VS,5.08,5.14
3464,0.73,Ideal,D,VS,5.78,5.82
5280,1.13,Premium,D,SI,6.64,6.68
790,0.39,Very Good,J,VS,4.64,4.59
561,0.32,Very Good,E,VS,4.4,4.42
666,0.4,Premium,H,SI,4.65,4.69
4173,0.92,Very Good,H,VS,6.17,6.11
5284,1.11,Premium,F,SI,6.67,6.61
2768,0.71,Very Good,G,VS,5.52,5.61
952,0.39,Ideal,G,VVS,4.68,4.71
1173,0.57,Ideal,I,SI,5.28,5.32
654,0.4,Ideal,G,SI,4.75,4.77
689,0.34,Premium,H,VS,4.5,4.47
802,0.31,Premium,F,VS,4.37,4.31
1080,0.32,Premium,H,IF,4.39,4.37
2312,0.55,Very Good,E,VVS,5.32,5.39
882,0.42,Premium,G,SI,4.79,4.75
984,0.43,Fair,H,SI,4.78,4.72
16392,2.03,Very Good,I,SI,8.01,8.07
720,0.32,Premium,I,VVS,4.38,4.35
3048,0.72,Premium,D,SI,5.78,5.72
655,0.4,Good,G,SI,4.66,4.69
4497,1.01,Premium,F,SI,6.43,6.4
1906,0.51,Good,E,VVS,5.03,5.07
703,0.41,Ideal,J,VS,4.73,4.77
1010,0.32,Ideal,E,VVS,4.41,4.44
4620,1.26,Ideal,I,SI,7.01,7.04
7611,1.07,Very Good,G,VS,6.67,6.69
787,0.33,Very Good,H,IF,4.43,4.45
854,0.33,Ideal,F,VS,4.48,4.45
3795,0.9,Good,E,SI,6.12,6.08
3409,0.72,Ideal,E,VS,5.78,5.83
364,0.23,Ideal,G,SI,3.93,3.96
4878,1.01,Premium,E,SI,6.49,6.46
4714,1.31,Very Good,G,SI,6.91,6.8
5174,1.1,Ideal,E,SI,6.64,6.61
5885,1.13,Ideal,H,VS,6.7,6.66
8145,1.23,Premium,G,VS,6.94,6.99
802,0.31,Premium,F,VS,4.41,4.34
1692,0.55,Premium,D,SI,5.27,5.29
4181,0.85,Ideal,E,SI,6.11,6.14
16451,1.53,Premium,G,VVS,7.45,7.49
4778,1.06,Ideal,G,SI,6.55,6.48
5947,1.25,Premium,D,SI,6.86,6.82
6912,1.01,Good,D,VS,6.28,6.35
2400,0.8,Fair,G,SI,5.76,5.73
2921,0.65,Ideal,F,VVS,5.58,5.61
11966,2,Fair,J,VS,7.96,7.75
698,0.31,Ideal,G,VS,4.37,4.34
526,0.3,Very Good,H,VS,4.3,4.32
3324,0.81,Good,D,SI,5.92,5.96
2317,0.59,Very Good,H,IF,5.42,5.48
1875,0.54,Ideal,H,VVS,5.23,5.27
5579,1.03,Premium,H,VS,6.53,6.46
702,0.32,Ideal,E,VS,4.38,4.41
2394,0.7,Ideal,G,SI,5.77,5.79
698,0.31,Premium,G,VS,4.37,4.35
889,0.41,Very Good,D,VS,4.72,4.75
3016,0.76,Ideal,H,VS,5.85,5.88
1733,0.64,Fair,E,SI,5.65,5.39
4238,1.02,Premium,F,SI,6.52,6.48
2150,0.7,Premium,G,SI,5.64,5.6
8806,1.17,Ideal,F,VS,6.77,6.74
1063,0.35,Ideal,D,VS,4.6,4.56
4256,0.93,Very Good,F,SI,6.32,6.39
3226,0.74,Ideal,F,VS,5.76,5.79
6218,1.03,Very Good,F,VS,6.34,6.31
681,0.37,Ideal,D,SI,4.6,4.63
12342,1.37,Ideal,G,VVS,7.07,7.12
4497,1.01,Ideal,F,SI,6.4,6.39
662,0.3,Very Good,D,SI,4.26,4.22
4774,1.06,Premium,F,SI,6.51,6.56
9183,1.53,Very Good,I,SI,7.24,7.32
2654,0.71,Ideal,E,VS,5.73,5.7
4801,0.91,Ideal,F,SI,6.22,6.24
2550,0.8,Ideal,G,VS,6.05,6.02
16064,2.01,Premium,E,SI,8.27,8.2
745,0.34,Premium,E,VS,4.45,4.48
1632,0.51,Ideal,F,VS,5.15,5.18
13104,1.79,Premium,I,VS,7.72,7.65
18779,2.06,Ideal,I,VS,8.15,8.19
2195,0.95,Premium,J,I,6.32,6.26
4197,1.01,Good,I,VS,6.29,6.26
921,0.42,Very Good,F,VS,4.85,4.89
2232,0.7,Ideal,G,SI,5.69,5.74
505,0.23,Very Good,E,VVS,4.01,4.04
974,0.34,Ideal,G,IF,4.48,4.5
6905,1.01,Very Good,G,VS,6.3,6.35
6462,1,Premium,G,VS,6.49,6.38
1554,0.6,Very Good,F,SI,5.37,5.4
1551,0.55,Ideal,E,SI,5.23,5.26
8013,1.67,Good,J,SI,7.71,7.73
2707,0.71,Fair,F,VS,5.96,5.76
803,0.34,Premium,D,SI,4.48,4.44
14199,2,Fair,H,VS,7.79,7.72
10655,1.51,Ideal,I,VS,7.4,7.28
4430,1.13,Premium,H,SI,6.8,6.74
4868,1.01,Ideal,G,SI,6.55,6.52
6403,1.23,Ideal,E,SI,7.01,6.92
14028,1.51,Very Good,G,VS,7.41,7.45
2760,0.8,Ideal,I,VS,5.94,5.87
13598,2.11,Premium,G,SI,8.19,8.23
6787,1.01,Premium,E,VS,6.46,6.44
1280,0.56,Ideal,J,VS,5.29,5.31
596,0.34,Very Good,E,SI,4.56,4.62
5313,1.5,Good,F,I,7.22,7.24
4588,1.01,Very Good,D,SI,6.4,6.43
5869,1.31,Premium,I,SI,6.96,6.91
2927,0.9,Premium,H,SI,6.32,6.29
16239,2.66,Good,H,SI,8.71,8.65
1110,0.48,Premium,F,SI,5.06,5
799,0.27,Ideal,E,VVS,4.17,4.12
6905,1.52,Fair,I,SI,7.19,7.22
499,0.3,Ideal,E,SI,4.27,4.29
765,0.4,Premium,J,VS,4.76,4.73
7233,1.38,Premium,H,VS,7.21,7.16
1847,0.54,Ideal,G,VS,5.24,5.21
8886,1.21,Very Good,E,VS,6.82,6.88
532,0.3,Ideal,I,VVS,4.29,4.33
10980,1.55,Premium,G,SI,7.49,7.44
5280,1.2,Very Good,H,SI,6.75,6.8
492,0.23,Very Good,D,VVS,3.94,3.99
2921,0.74,Very Good,H,VVS,5.79,5.81
2617,0.58,Ideal,D,VVS,5.32,5.4
631,0.4,Good,J,VS,4.7,4.73
3162,0.7,Ideal,F,VS,5.74,5.76
965,0.33,Ideal,G,VVS,4.45,4.41
811,0.37,Premium,E,VS,4.59,4.63
576,0.3,Premium,H,VS,4.4,4.3
450,0.3,Ideal,H,SI,4.26,4.29
769,0.26,Ideal,F,VVS,4.12,4.1
5209,1.23,Premium,J,VS,6.9,6.95
854,0.33,Ideal,G,VS,4.42,4.4
2184,0.7,Premium,F,SI,5.65,4.5
3614,1.09,Ideal,G,I,6.66,6.62
15126,2.01,Very Good,I,SI,8.14,8.21
1815,0.52,Ideal,E,VS,5.15,5.11
17535,1.97,Premium,H,VS,8.01,7.9
4497,1.01,Premium,F,SI,6.41,6.37
4586,1.17,Good,I,SI,6.91,6.83
1709,0.51,Premium,E,VS,5.1,5.08
648,0.36,Premium,E,SI,4.61,4.57
852,0.36,Ideal,E,VS,4.57,4.59
2066,0.56,Ideal,D,VS,5.3,5.26
3920,1,Good,I,SI,6.32,6.28
1838,0.5,Premium,F,VS,5.15,5.09
1689,0.52,Ideal,G,VS,5.16,5.22
448,0.26,Ideal,H,VS,4.13,4.15
7893,1.39,Very Good,I,VS,7.17,7.1
1841,0.52,Good,F,VS,5.1,5.02
1878,0.52,Ideal,G,VVS,5.18,5.15
4434,1.01,Premium,E,SI,6.42,6.39
1659,0.43,Ideal,D,VVS,4.82,4.81
766,0.38,Premium,G,VS,4.71,4.74
361,0.25,Good,E,VS,3.99,4.04
